Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with pca_edges_Covid-19Vaccine_dataset_100.pkl: Precision=0.01, Recall=0.18
Compared consistency_edges_Covid-19Vaccine_dataset_51_100_100.pkl with pca_edges_Covid-19Vaccine_dataset_2.pkl: Precision=0.14, Recall=0.05
Compared consistency_edges_Covid-19Vaccine_dataset_51_100_100.pkl with pca_edges_Covid-19Vaccine_dataset_51.pkl: Precision=0.02, Recall=0.18
Compared consistency_edges_Covid-19Vaccine_dataset_51_100_2.pkl with pca_edges_Covid-19Vaccine_dataset_100.pkl: Precision=0.01, Recall=0.31
Compared consistency_edges_Covid-19Vaccine_dataset_51_100_2.pkl with pca_edges_Covid-19Vaccine_dataset_2.pkl: Precision=0.09, Recall=0.08
Compared consistency_edges_Covid-19Vaccine_dataset_51_100_2.pkl with pca_edges_Covid-19Vaccine_dataset_51.pkl: Precision=0.01, Recall=0.27
Compared consistency_edges_Covid-19Vaccine_dataset_51_100_51.pkl with pca_edges_Covid-19Vaccine_dataset_100.pkl: Precision=0.01, Recall=0.25
Compared consistency_edges_Covid-19Vaccine_dataset_51_100_51.pkl with pca_edges_Covid-19Vaccine_dataset_2.pkl: Precision=0.13, Recall=0.07
Compared consistency_edges_Covid-19Vaccine_dataset_51_100_51.pkl with pca_edges_Covid-19Vaccine_dataset_51.pkl: Precision=0.02, Recall=0.21
Compared consistency_edges_Covid-19Vaccine_dataset_51_2_100.pkl with pca_edges_Covid-19Vaccine_dataset_100.pkl: Precision=0.01, Recall=0.34
Compared consistency_edges_Covid-19Vaccine_dataset_51_2_100.pkl with pca_edges_Covid-19Vaccine_dataset_2.pkl: Precision=0.13, Recall=0.10
Compared consistency_edges_Covid-19Vaccine_dataset_51_2_100.pkl with pca_edges_Covid-19Vaccine_dataset_51.pkl: Precision=0.02, Recall=0.29
Compared consistency_edges_Covid-19Vaccine_dataset_51_2_2.pkl with pca_edges_Covid-19Vaccine_dataset_100.pkl: Precision=0.00, Recall=0.46
Compared consistency_edges_Covid-19Vaccine_dataset_51_2_2.pkl with pca_edges_Covid-19Vaccine_dataset_2.pkl: Precision=0.02, Recall=0.21
Compared consistency_edges_Covid-19Vaccine_dataset_51_2_2.pkl with pca_edges_Covid-19Vaccine_dataset_51.pkl: Precision=0.00, Recall=0.41
Compared consistency_edges_Covid-19Vaccine_dataset_51_2_51.pkl with pca_edges_Covid-19Vaccine_dataset_100.pkl: Precision=0.01, Recall=0.39
Compared consistency_edges_Covid-19Vaccine_dataset_51_2_51.pkl with pca_edges_Covid-19Vaccine_dataset_2.pkl: Precision=0.11, Recall=0.13
Compared consistency_edges_Covid-19Vaccine_dataset_51_2_51.pkl with pca_edges_Covid-19Vaccine_dataset_51.pkl: Precision=0.01, Recall=0.34
Compared consistency_edges_Covid-19Vaccine_dataset_51_51_100.pkl with pca_edges_Covid-19Vaccine_dataset_100.pkl: Precision=0.01, Recall=0.26
Compared consistency_edges_Covid-19Vaccine_dataset_51_51_100.pkl with pca_edges_Covid-19Vaccine_dataset_2.pkl: Precision=0.14, Recall=0.07
Compared consistency_edges_Covid-19Vaccine_dataset_51_51_100.pkl with pca_edges_Covid-19Vaccine_dataset_51.pkl: Precision=0.02, Recall=0.21
Compared consistency_edges_Covid-19Vaccine_dataset_51_51_2.pkl with pca_edges_Covid-19Vaccine_dataset_100.pkl: Precision=0.01, Recall=0.37
Compared consistency_edges_Covid-19Vaccine_dataset_51_51_2.pkl with pca_edges_Covid-19Vaccine_dataset_2.pkl: Precision=0.07, Recall=0.10
Compared consistency_edges_Covid-19Vaccine_dataset_51_51_2.pkl with pca_edges_Covid-19Vaccine_dataset_51.pkl: Precision=0.01, Recall=0.32
Compared consistency_edges_Covid-19Vaccine_dataset_51_51_51.pkl with pca_edges_Covid-19Vaccine_dataset_100.pkl: Precision=0.01, Recall=0.29
Compared consistency_edges_Covid-19Vaccine_dataset_51_51_51.pkl with pca_edges_Covid-19Vaccine_dataset_2.pkl: Precision=0.12, Recall=0.08
Compared consistency_edges_Covid-19Vaccine_dataset_51_51_51.pkl with pca_edges_Covid-19Vaccine_dataset_51.pkl: Precision=0.01, Recall=0.25
Comparison results saved to ./EvaluationResults/comparison_results_PCA.parquet
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_10.pkl: Precision=0.03, Recall=0.38
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_20.pkl: Precision=0.03, Recall=0.39
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_30.pkl: Precision=0.03, Recall=0.40
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_40.pkl: Precision=0.03, Recall=0.39
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_5.pkl: Precision=0.03, Recall=0.36
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_50.pkl: Precision=0.03, Recall=0.40
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_10.pkl: Precision=0.29, Recall=0.08
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_20.pkl: Precision=0.29, Recall=0.08
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_30.pkl: Precision=0.29, Recall=0.08
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_40.pkl: Precision=0.29, Recall=0.08
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_5.pkl: Precision=0.29, Recall=0.08
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_50.pkl: Precision=0.29, Recall=0.08
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_10.pkl: Precision=0.05, Recall=0.33
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_20.pkl: Precision=0.05, Recall=0.34
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_30.pkl: Precision=0.05, Recall=0.35
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_40.pkl: Precision=0.05, Recall=0.34
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_5.pkl: Precision=0.04, Recall=0.31
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_50.pkl: Precision=0.05, Recall=0.34
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_10.pkl: Precision=0.01, Recall=0.44
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_20.pkl: Precision=0.01, Recall=0.46
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_30.pkl: Precision=0.01, Recall=0.45
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_40.pkl: Precision=0.01, Recall=0.45
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_5.pkl: Precision=0.01, Recall=0.42
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_50.pkl: Precision=0.01, Recall=0.45
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_10.pkl: Precision=0.16, Recall=0.10
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_20.pkl: Precision=0.16, Recall=0.10
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_30.pkl: Precision=0.16, Recall=0.10
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_40.pkl: Precision=0.16, Recall=0.10
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_5.pkl: Precision=0.16, Recall=0.10
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_50.pkl: Precision=0.16, Recall=0.10
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_10.pkl: Precision=0.02, Recall=0.39
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_20.pkl: Precision=0.02, Recall=0.40
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_30.pkl: Precision=0.02, Recall=0.40
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_40.pkl: Precision=0.02, Recall=0.40
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_5.pkl: Precision=0.02, Recall=0.37
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_50.pkl: Precision=0.02, Recall=0.40
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_100_10.pkl: Precision=0.02, Recall=0.41
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_100_20.pkl: Precision=0.02, Recall=0.42
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_100_30.pkl: Precision=0.02, Recall=0.42
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_100_40.pkl: Precision=0.02, Recall=0.42
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_100_5.pkl: Precision=0.02, Recall=0.38
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_100_50.pkl: Precision=0.02, Recall=0.42
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_2_10.pkl: Precision=0.25, Recall=0.09
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_2_20.pkl: Precision=0.25, Recall=0.09
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_2_30.pkl: Precision=0.25, Recall=0.09
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_2_40.pkl: Precision=0.25, Recall=0.09
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_2_5.pkl: Precision=0.25, Recall=0.09
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_2_50.pkl: Precision=0.25, Recall=0.09
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_51_10.pkl: Precision=0.04, Recall=0.36
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_51_20.pkl: Precision=0.04, Recall=0.37
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_51_30.pkl: Precision=0.04, Recall=0.37
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_51_40.pkl: Precision=0.04, Recall=0.37
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_51_5.pkl: Precision=0.04, Recall=0.34
Compared consistency_edges_Covid-19Vaccine_dataset_100_100_51.pkl with tsne_edges_Covid-19Vaccine_dataset_51_50.pkl: Precision=0.04, Recall=0.37
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_10.pkl: Precision=0.02, Recall=0.53
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_20.pkl: Precision=0.02, Recall=0.54
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_30.pkl: Precision=0.02, Recall=0.55
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_40.pkl: Precision=0.02, Recall=0.54
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_5.pkl: Precision=0.02, Recall=0.50
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_100_50.pkl: Precision=0.02, Recall=0.55
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_10.pkl: Precision=0.23, Recall=0.13
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_20.pkl: Precision=0.23, Recall=0.13
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_30.pkl: Precision=0.24, Recall=0.13
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_40.pkl: Precision=0.23, Recall=0.13
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_5.pkl: Precision=0.23, Recall=0.13
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_2_50.pkl: Precision=0.23, Recall=0.12
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_10.pkl: Precision=0.03, Recall=0.47
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_20.pkl: Precision=0.04, Recall=0.49
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_30.pkl: Precision=0.04, Recall=0.50
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_40.pkl: Precision=0.04, Recall=0.49
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_5.pkl: Precision=0.03, Recall=0.45
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_100.pkl with tsne_edges_Covid-19Vaccine_dataset_51_50.pkl: Precision=0.04, Recall=0.49
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_10.pkl: Precision=0.00, Recall=0.62
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_20.pkl: Precision=0.00, Recall=0.62
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_30.pkl: Precision=0.00, Recall=0.63
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_40.pkl: Precision=0.00, Recall=0.63
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_5.pkl: Precision=0.00, Recall=0.60
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_100_50.pkl: Precision=0.00, Recall=0.62
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_10.pkl: Precision=0.03, Recall=0.26
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_20.pkl: Precision=0.03, Recall=0.26
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_30.pkl: Precision=0.03, Recall=0.26
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_40.pkl: Precision=0.03, Recall=0.26
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_5.pkl: Precision=0.03, Recall=0.27
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_2_50.pkl: Precision=0.03, Recall=0.26
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_10.pkl: Precision=0.00, Recall=0.58
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_20.pkl: Precision=0.00, Recall=0.59
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_30.pkl: Precision=0.00, Recall=0.59
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_40.pkl: Precision=0.00, Recall=0.59
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_5.pkl: Precision=0.00, Recall=0.56
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_2.pkl with tsne_edges_Covid-19Vaccine_dataset_51_50.pkl: Precision=0.00, Recall=0.58
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_51.pkl with tsne_edges_Covid-19Vaccine_dataset_100_10.pkl: Precision=0.01, Recall=0.58
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_51.pkl with tsne_edges_Covid-19Vaccine_dataset_100_20.pkl: Precision=0.01, Recall=0.59
Compared consistency_edges_Covid-19Vaccine_dataset_100_2_51.pkl with tsne_edges_Covid-19Vaccine_dataset_100_30.pkl: Precision=0.01, Recall=0.60
